Airline,Date_of_Journey,Source,Destination,Route,Duration,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Stops,Arrival_Day,Arrival_Month,Day_of_Journey_numbers,Duration_Categorized,Trip_distance,Dep_Day_Period,Arrival_Day_Period,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
Air India,2019-05-12,Chennai,Kolkata,MAA → CCU,135,No info,4667,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,13,55
Jet Airways,2019-04-03,Mumbai,Hyderabad,BOM → HYD,90,No info,5678,Wednesday,April,0,None,None,3,Short_duration,Short_Dist,Afternoon,Evening,19,35,21,5
Air India,2019-05-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,No info,12513,Sunday,May,2,None,None,12,Medium_duration,Medium_Dist,Ealry_Morning,Evening,05,50,20,25
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,180,No info,8016,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
SpiceJet,2019-06-01,Chennai,Kolkata,MAA → CCU,140,No check-in baggage included,3543,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,5
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,655,In-flight meal not included,5963,Thursday,March,1,22,Mar,21,Short_duration,Long_Dist,Afternoon,Night,17,30,4,25
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,475,No info,14781,Saturday,May,1,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,08,25,16,20
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1655,In-flight meal not included,12373,Saturday,May,1,19,May,18,Long_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,12,35
Jet Airways,2019-06-01,Mumbai,Hyderabad,BOM → HYD,90,In-flight meal not included,3210,Saturday,June,0,None,None,1,Short_duration,Short_Dist,Afternoon,Evening,19,35,21,5
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,760,In-flight meal not included,9134,Friday,March,1,None,None,15,Medium_duration,Medium_Dist,Ealry_Morning,Afternoon,05,45,18,25
Jet Airways,2019-06-06,Delhi,Cochin,DEL → NAG → BOM → COK,830,In-flight meal not included,10919,Thursday,June,2,07,Jun,6,Medium_duration,Long_Dist,Afternoon,Night,14,35,4,25
IndiGo,2019-05-01,Mumbai,Hyderabad,BOM → HYD,90,No info,4575,Wednesday,May,0,None,None,1,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,09,10,10,40
IndiGo,2019-06-15,Delhi,Cochin,DEL → COK,195,No info,5601,Saturday,June,0,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,35,8,50
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,395,No info,14151,Saturday,May,1,None,None,18,Short_duration,Medium_Dist,Afternoon,Evening,17,00,23,35
Air India,2019-05-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,No info,10151,Monday,May,2,07,May,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,12,00,7,55
Vistara,2019-04-18,Banglore,Delhi,BLR → DEL,170,No info,5403,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,35
IndiGo,2019-05-27,Delhi,Cochin,DEL → BLR → COK,345,No info,6147,Monday,May,1,None,None,27,Short_duration,Long_Dist,Night,Ealry_Morning,02,00,7,45
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,150,No info,4804,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Afternoon,14,25,16,55
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,620,No info,8371,Wednesday,March,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,55,19,15
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,535,No info,13014,Sunday,June,2,10,Jun,9,Short_duration,Long_Dist,Afternoon,Night,19,30,4,25
Air Asia,2019-05-24,Banglore,Delhi,BLR → DEL,170,No info,3383,Friday,May,0,None,None,24,Short_duration,Medium_Dist,Night,Ealry_Morning,04,55,7,45
SpiceJet,2019-03-06,Chennai,Kolkata,MAA → CCU,140,No info,7298,Wednesday,March,0,None,None,6,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,5
Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,4544,Wednesday,April,0,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,395,No info,15147,Wednesday,March,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,55,15,30
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,900,No info,10782,Saturday,March,1,None,None,9,Medium_duration,Long_Dist,Night,Afternoon,04,45,19,45
IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,290,No info,6027,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Afternoon,Evening,15,10,20,0
Air India,2019-03-27,Delhi,Cochin,DEL → BLR → COK,1565,No info,6681,Wednesday,March,1,28,Mar,27,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,10,8,15
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,170,No info,3943,Monday,June,0,25,Jun,24,Short_duration,Medium_Dist,Evening,Night,23,30,2,20
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,885,In-flight meal not included,12898,Monday,May,1,28,May,27,Medium_duration,Long_Dist,Evening,Afternoon,21,50,12,35
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,415,No info,6628,Thursday,June,1,07,Jun,6,Short_duration,Long_Dist,Afternoon,Night,18,35,1,30
Air India,2019-04-03,Delhi,Cochin,DEL → BLR → COK,1590,No info,5022,Wednesday,April,1,04,Apr,3,Long_duration,Long_Dist,Evening,Evening,20,30,23,0
Air India,2019-06-03,Delhi,Cochin,DEL → LKO → BOM → COK,1470,No info,12698,Monday,June,2,04,Jun,3,Medium_duration,Long_Dist,Ealry_Morning,Ealry_Morning,07,10,7,40
Air Asia,2019-06-09,Delhi,Cochin,DEL → BLR → COK,625,No info,10794,Sunday,June,1,10,Jun,9,Short_duration,Long_Dist,Evening,Ealry_Morning,20,45,7,10
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,575,No info,6416,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Evening,11,25,21,0
SpiceJet,2019-03-09,Kolkata,Banglore,CCU → BLR,140,No info,4622,Saturday,March,0,10,Mar,9,Short_duration,Medium_Dist,Evening,Night,22,20,0,40
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,170,No info,3943,Monday,May,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Afternoon,13,00,15,50
Air Asia,2019-06-06,Kolkata,Banglore,CCU → BLR,150,No info,4508,Thursday,June,0,None,None,6,Short_duration,Medium_Dist,Afternoon,Evening,19,55,22,25
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,930,No info,8452,Wednesday,June,1,None,None,12,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,10,22,40
Air India,2019-05-12,Kolkata,Banglore,CCU → GAU → DEL → BLR,970,No info,13437,Sunday,May,2,13,May,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,45,8,55
Vistara,2019-05-18,Chennai,Kolkata,MAA → CCU,140,No info,11982,Saturday,May,0,None,None,18,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,5
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1025,In-flight meal not included,10844,Friday,May,1,25,May,24,Medium_duration,Medium_Dist,Afternoon,Afternoon,18,55,12,0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,300,No info,14714,Thursday,June,1,None,None,27,Short_duration,Long_Dist,Afternoon,Afternoon,14,00,19,0
IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,860,No info,6093,Thursday,June,1,None,None,27,Medium_duration,Long_Dist,Ealry_Morning,Evening,06,40,21,0
IndiGo,2019-04-06,Delhi,Cochin,DEL → BOM → COK,505,No info,5307,Saturday,April,1,None,None,6,Short_duration,Long_Dist,Night,Afternoon,04,55,13,20
GoAir,2019-05-15,Delhi,Cochin,DEL → BOM → COK,310,No info,10188,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Afternoon,Afternoon,14,25,19,35
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,735,No info,14571,Thursday,June,1,07,Jun,6,Short_duration,Medium_Dist,Evening,Ealry_Morning,20,00,8,15
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,555,No info,10976,Wednesday,March,2,28,Mar,27,Short_duration,Long_Dist,Afternoon,Night,19,10,4,25
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,590,In-flight meal not included,10844,Friday,May,1,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,06,30,16,20
IndiGo,2019-04-09,Kolkata,Banglore,CCU → BLR,155,No info,4488,Tuesday,April,0,None,None,9,Short_duration,Medium_Dist,Evening,Evening,20,20,22,55
Air India,2019-05-24,Delhi,Cochin,DEL → BOM → COK,1215,No info,8582,Friday,May,1,25,May,24,Medium_duration,Long_Dist,Evening,Afternoon,23,00,19,15
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1010,In-flight meal not included,10262,Monday,June,1,25,Jun,24,Medium_duration,Long_Dist,Afternoon,Afternoon,19,45,12,35
Vistara,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,1065,No info,8662,Monday,May,1,07,May,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,17,00,10,45
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,90,In-flight meal not included,2071,Wednesday,March,0,None,None,27,Short_duration,Short_Dist,Afternoon,Afternoon,15,50,17,20
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,980,In-flight meal not included,11087,Tuesday,March,1,13,Mar,12,Medium_duration,Medium_Dist,Evening,Afternoon,22,55,15,15
Air India,2019-04-18,Banglore,Delhi,BLR → DEL,170,No info,5228,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Evening,Evening,21,05,23,55
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,590,No info,12996,Monday,April,1,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,06,30,16,20
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,900,No info,16736,Wednesday,March,1,None,None,6,Medium_duration,Medium_Dist,Ealry_Morning,Evening,08,00,23,0
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,910,No info,13941,Wednesday,May,1,02,May,1,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,18,55,10,5
Air India,2019-03-15,Banglore,New Delhi,BLR → GAU → DEL,500,No info,9166,Friday,March,1,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,13,50,22,10
Air India,2019-03-03,Delhi,Cochin,DEL → TRV → COK,1535,No info,12677,Sunday,March,1,04,Mar,3,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,15,6,50
Air India,2019-03-24,Chennai,Kolkata,MAA → CCU,135,No info,4405,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,13,55
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,840,No info,12121,Monday,May,1,None,None,6,Medium_duration,Medium_Dist,Ealry_Morning,Evening,09,35,23,35
Air India,2019-06-06,Banglore,Delhi,BLR → DEL,170,No info,6121,Thursday,June,0,None,None,6,Short_duration,Medium_Dist,Evening,Evening,21,05,23,55
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1495,No info,14388,Saturday,May,1,19,May,18,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,25,9,20
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,870,No info,11467,Monday,April,1,02,Apr,1,Medium_duration,Medium_Dist,Evening,Ealry_Morning,20,25,10,55
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,780,No info,13817,Tuesday,March,1,13,Mar,12,Medium_duration,Medium_Dist,Evening,Ealry_Morning,21,25,10,25
Air India,2019-05-06,Mumbai,Hyderabad,BOM → HYD,75,No info,3100,Monday,May,0,None,None,6,Short_duration,Short_Dist,Afternoon,Evening,19,30,20,45
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,455,No info,8266,Tuesday,May,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,40,19,15
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1660,No info,13759,Sunday,March,1,25,Mar,24,Long_duration,Medium_Dist,Afternoon,Evening,19,45,23,25
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,170,No info,3943,Sunday,June,0,None,None,9,Short_duration,Medium_Dist,Night,Night,00,25,3,15
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,440,No info,12327,Wednesday,March,1,28,Mar,27,Short_duration,Long_Dist,Afternoon,Night,18,15,1,35
IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,90,No info,4049,Wednesday,June,0,None,None,12,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,06,25,7,55
SpiceJet,2019-06-01,Banglore,Delhi,BLR → DEL,175,No check-in baggage included,3573,Saturday,June,0,02,Jun,1,Short_duration,Medium_Dist,Evening,Night,21,10,0,5
Air Asia,2019-05-15,Kolkata,Banglore,CCU → BLR,150,No info,4409,Wednesday,May,0,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,19,55,22,25
Air India,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,1580,No info,6565,Wednesday,March,2,28,Mar,27,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,07,05,9,25
IndiGo,2019-04-15,Kolkata,Banglore,CCU → BLR,160,No info,4174,Monday,April,0,16,Apr,15,Short_duration,Medium_Dist,Evening,Night,21,25,0,5
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,4030,Friday,May,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Air Asia,2019-03-21,Kolkata,Banglore,CCU → BLR,155,No info,4082,Thursday,March,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,20,12,55
Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → HYD → BLR,1555,No info,6117,Friday,May,2,25,May,24,Long_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,10,11,5
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BDQ → DEL,390,In-flight meal not included,6163,Thursday,March,1,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,05,50,12,20
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,745,In-flight meal not included,6540,Wednesday,March,1,28,Mar,27,Short_duration,Long_Dist,Afternoon,Night,16,00,4,25
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → MAA → BLR,315,No info,4649,Sunday,May,1,None,None,12,Short_duration,Medium_Dist,Afternoon,Evening,15,05,20,20
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1270,In-flight meal not included,10262,Sunday,June,1,10,Jun,9,Medium_duration,Long_Dist,Evening,Afternoon,21,50,19,0
Vistara,2019-04-06,Banglore,Delhi,BLR → DEL,165,No info,5613,Saturday,April,0,None,None,6,Short_duration,Medium_Dist,Afternoon,Evening,19,30,22,15
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,180,No info,6144,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,30,11,30
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,1745,No info,13067,Sunday,May,1,13,May,12,Long_duration,Medium_Dist,Afternoon,Evening,17,00,22,5
Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,175,No info,7608,Sunday,March,0,07,Mar,3,Short_duration,Medium_Dist,Evening,Night,21,10,0,5
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,930,No info,7198,Sunday,June,1,10,Jun,9,Medium_duration,Long_Dist,Ealry_Morning,Night,10,00,1,30
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,425,No info,13941,Wednesday,May,1,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,16,30,23,35
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,1125,In-flight meal not included,10368,Sunday,June,2,10,Jun,9,Medium_duration,Long_Dist,Ealry_Morning,Night,09,40,4,25
SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,135,No check-in baggage included,3543,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,10,35
IndiGo,2019-03-27,Kolkata,Banglore,CCU → BLR,160,No info,4462,Wednesday,March,0,None,None,27,Short_duration,Medium_Dist,Evening,Evening,20,25,23,5
Air India,2019-03-24,Kolkata,Banglore,CCU → IXR → BBI → BLR,470,No info,8005,Sunday,March,2,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,05,50,13,40
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1660,In-flight meal not included,7064,Monday,April,1,02,Apr,1,Long_duration,Medium_Dist,Afternoon,Evening,18,55,22,35
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1480,No info,12121,Wednesday,May,1,02,May,1,Medium_duration,Medium_Dist,Evening,Evening,20,25,21,5
Air India,2019-05-09,Delhi,Cochin,DEL → JAI → BOM → COK,435,No info,8918,Thursday,May,2,None,None,9,Short_duration,Long_Dist,Afternoon,Afternoon,12,00,19,15
Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,745,No info,8891,Sunday,May,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Evening,09,25,21,50
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,375,No info,10203,Wednesday,May,1,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,00,16,15
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,480,No info,8073,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Afternoon,Evening,13,00,21,0
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,370,No info,11237,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Afternoon,Evening,16,10,22,20
Jet Airways,2019-06-12,Delhi,Cochin,DEL → NAG → BOM → COK,1300,No info,13376,Wednesday,June,2,13,Jun,12,Medium_duration,Long_Dist,Ealry_Morning,Night,06,45,4,25
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → HYD → COK,920,No info,6513,Sunday,June,1,None,None,9,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,10,22,30
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,585,No info,13731,Friday,May,1,25,May,24,Short_duration,Medium_Dist,Afternoon,Night,18,55,4,40
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1430,In-flight meal not included,7064,Monday,April,1,02,Apr,1,Medium_duration,Medium_Dist,Evening,Afternoon,20,00,19,50
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,805,No info,16736,Wednesday,March,1,None,None,6,Medium_duration,Medium_Dist,Ealry_Morning,Afternoon,05,45,19,10
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,845,In-flight meal not included,8586,Wednesday,May,1,16,May,15,Medium_duration,Medium_Dist,Evening,Ealry_Morning,20,00,10,5
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,780,No info,11789,Saturday,June,1,None,None,15,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,06,00,19,0
IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,155,No info,5224,Friday,May,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,30,14,5
IndiGo,2019-05-15,Delhi,Cochin,DEL → COK,195,No info,6834,Wednesday,May,0,16,May,15,Short_duration,Long_Dist,Evening,Night,21,05,0,20
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,570,No info,6316,Saturday,June,1,16,Jun,15,Short_duration,Long_Dist,Afternoon,Night,16,00,1,30
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,1925,No info,11869,Thursday,March,2,22,Mar,21,Long_duration,Long_Dist,Ealry_Morning,Afternoon,10,45,18,50
Air Asia,2019-03-06,Kolkata,Banglore,CCU → BLR,150,No info,4384,Wednesday,March,0,07,Mar,6,Short_duration,Medium_Dist,Evening,Night,22,50,1,20
IndiGo,2019-04-21,Kolkata,Banglore,CCU → BLR,150,No info,5644,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,14,25,16,55
Air India,2019-03-09,Delhi,Cochin,DEL → CCU → BOM → COK,1380,No info,19681,Saturday,March,2,10,Mar,9,Medium_duration,Long_Dist,Evening,Afternoon,20,15,19,15
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,930,No info,13377,Thursday,June,1,07,Jun,6,Medium_duration,Long_Dist,Ealry_Morning,Night,10,00,1,30
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,695,No info,10090,Saturday,March,2,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Evening,09,45,21,20
Jet Airways,2019-03-06,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,1380,No info,20845,Wednesday,March,2,07,Mar,6,Medium_duration,Short_Dist,Afternoon,Afternoon,17,50,16,50
Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,155,No info,4878,Monday,June,0,None,None,24,Short_duration,Medium_Dist,Afternoon,Afternoon,17,00,19,35
IndiGo,2019-06-01,Mumbai,Hyderabad,BOM → HYD,90,No info,2227,Saturday,June,0,None,None,1,Short_duration,Short_Dist,Evening,Evening,21,20,22,50
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,515,No info,6442,Saturday,May,1,None,None,18,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,35,16,10
SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,175,No check-in baggage included,3257,Monday,May,0,28,May,27,Short_duration,Medium_Dist,Evening,Night,21,10,0,5
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,165,In-flight meal not included,7229,Saturday,June,0,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,00,8,45
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → COK → BLR,1035,No info,15164,Wednesday,May,2,02,May,1,Medium_duration,Medium_Dist,Evening,Afternoon,20,30,13,45
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,170,No info,10067,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,10,13,0
Air India,2019-03-15,Delhi,Cochin,DEL → COK,180,No info,5674,Friday,March,0,None,None,15,Short_duration,Long_Dist,Afternoon,Afternoon,14,10,17,10
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,1220,No info,20800,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,10,25
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,940,No info,7144,Saturday,May,1,None,None,18,Medium_duration,Long_Dist,Ealry_Morning,Evening,06,50,22,30
Air India,2019-05-27,Delhi,Cochin,DEL → COK,170,No info,6094,Monday,May,0,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,10,8,0
